,Date,New_deaths,joy,love,sadness,surprise,fear,anger,sentiment_label,Average rating,disease-related,NumberOfPost,illness_light illness,illness_no illness,illness_severe illness
0,2020-03-12,0,0.26865909208676647,0.003342750143409408,0.11672484182677825,0.0030801209276042642,0.4921522813019692,0.1160409301976739,0.25,0.43817334538325664,0.34113647857142865,4,0.10714285714285714,0.336734693877551,0.576530612244898
1,2020-03-13,1,0.39877609961799215,0.0034472057117714383,0.1172977639895786,0.002890042655053493,0.35977391382766655,0.11781498661314663,0.34523809523809523,0.4988240004605835,0.3312695114285714,3,0.03571428571428571,0.40816326530612246,0.5714285714285714
2,2020-03-14,1,0.33485257239746197,0.0026854531461139738,0.2140667626635626,0.002499376650250993,0.3445423023544468,0.10135353653874643,0.20238095238095236,0.47491205531128106,0.36940306142857143,2,0.10714285714285714,0.3163265306122449,0.6479591836734694
3,2020-03-16,0,0.4153707478461521,0.0028937651402970717,0.22778789369580665,0.002508199694039736,0.24266533548853614,0.10877405923175887,0.25,0.4884360484279958,0.38697355714285714,6,0.17857142857142858,0.375,0.5637755102040816
4,2020-03-17,1,0.43188570447875624,0.003327299308787194,0.21318016671139237,0.0025004926523086034,0.26471981155718816,0.08438653530724985,0.27214502822405556,0.5107053775690626,0.36398012,329,0.21159619714786088,0.44553951177668966,0.46300797026341184
5,2020-03-18,0,0.4858194186994792,0.004437354183958121,0.22519551859949535,0.003065752544377082,0.1878063023148451,0.09367565063422371,0.2886387765613793,0.5254799772679524,0.3739446714285714,537,0.23669888998218314,0.5284673654716163,0.3462659894281734
6,2020-03-19,1,0.46978921568526616,0.004703444895852828,0.1942811158915886,0.0035204906325121614,0.22623170223023514,0.1014740253828961,0.23625782418042693,0.5386290807744649,0.37787603857142854,75,0.26483741812071127,0.4600346749488558,0.37686476307654654
7,2020-03-20,0,0.4601739147965425,0.005983621816246941,0.19895649556666342,0.00333428466107348,0.2202244099437487,0.11132726492521783,0.23316446085084314,0.5515059608075051,0.3769622814285714,127,0.2609477434389574,0.48495417678818864,0.32997313462348504
8,2020-03-21,0,0.39379162925036976,0.0060752009683326365,0.21863118756508643,0.0033150497139384423,0.25433541136627513,0.12385151577489813,0.16390039158677386,0.5068616565351634,0.38822581857142857,33,0.2856730181642321,0.48318608051135203,0.2960328405503293
9,2020-03-22,1,0.4405397378135162,0.006388824877158382,0.10884562442867217,0.003368555730969627,0.2592255599503959,0.18163169361689108,0.16390039158677386,0.5206385144282881,0.37927889000000004,29,0.23255946505067898,0.5180480208645519,0.2432542419245834
10,2020-03-23,1,0.4179384847930721,0.006092553445636175,0.09290547025963648,0.003206130292000068,0.2744185782624445,0.20543877829259197,0.13215435984074214,0.5249485565536977,0.38235305571428574,9,0.19922613171734563,0.548488192510269,0.20986339840087828
